Descriptores,1993|T1,1993|T2,1993|T3,1993|T4,1993|6 Meses,1993|9 Meses,1993|Anual,1994|T1,1994|T2,1994|T3,1994|T4,1994|6 Meses,1994|9 Meses,1994|Anual,1995|T1,1995|T2,1995|T3,1995|T4,1995|6 Meses,1995|9 Meses,1995|Anual,1996|T1,1996|T2,1996|T3,1996|T4,1996|6 Meses,1996|9 Meses,1996|Anual,1997|T1,1997|T2,1997|T3,1997|T4,1997|6 Meses,1997|9 Meses,1997|Anual,1998|T1,1998|T2,1998|T3,1998|T4,1998|6 Meses,1998|9 Meses,1998|Anual,1999|T1,1999|T2,1999|T3,1999|T4,1999|6 Meses,1999|9 Meses,1999|Anual,2000|T1,2000|T2,2000|T3,2000|T4,2000|6 Meses,2000|9 Meses,2000|Anual,2001|T1,2001|T2,2001|T3,2001|T4,2001|6 Meses,2001|9 Meses,2001|Anual,2002|T1,2002|T2,2002|T3,2002|T4,2002|6 Meses,2002|9 Meses,2002|Anual,2003|T1,2003|T2,2003|T3,2003|T4,2003|6 Meses,2003|9 Meses,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|6 Meses,2004|9 Meses,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|6 Meses,2005|9 Meses,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|6 Meses,2006|9 Meses,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|6 Meses,2007|9 Meses,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|6 Meses,2008|9 Meses,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|6 Meses,2009|9 Meses,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|6 Meses,2010|9 Meses,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|6 Meses,2011|9 Meses,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|6 Meses,2012|9 Meses,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|6 Meses,2013|9 Meses,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|6 Meses,2014|9 Meses,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|6 Meses,2015|9 Meses,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|6 Meses,2016|9 Meses,2016|Anual,2017|T1,2017|T2,2017|T3,2017|T4,2017|6 Meses,2017|9 Meses,2017|Anual,2018|T1,2018|T2,2018|T3,2018|T4,2018|6 Meses,2018|9 Meses,2018|Anual,2019|T1,2019|T2,2019|T3,2019|T4,2019|6 Meses,2019|9 Meses,2019|Anual,2020|T1<P>,2020|T2<P>,2020|T3<P>,2020|T4<P>,2020|6 Meses<P>,2020|9 Meses<P>,2020|Anual<P>,2021|T1<P>,2021|T2<P>,2021|T3<P>,2021|T4<P>,2021|6 Meses<P>,2021|9 Meses<P>,2021|Anual<P>,2022|T1<R>,2022|T2<P>,2022|T3,2022|T4,2022|6 Meses,2022|9 Meses,2022|Anual
Actividades secundarias|31-33---Industrias manufactureras|313---Fabricación de insumos textiles y acabado de textiles|3133---Acabado de productos textiles y fabricación de telas recubiertas,NA,NA,NA,NA,NA,NA,NA,7.364,7.286,2.044,-6.842,7.393,5.637,2.033,-5.289,14.672,8.248,13.823,4.575,5.725,7.755,16.491,21.119,35.606,42.512,19.003,24.675,30.082,37.17,11.958,10.478,14.865,23.379,18.574,17.132,26.902,27.594,28.261,21.868,26.956,27.383,25.535,7.641,-0.248,-3.522,-5.51,3.499,1.064,-0.773,-3.316,-1.964,-2.987,-5.397,-2.627,-2.748,-3.484,-1.796,-2.423,-1.078,0.257,-2.12,-1.708,-1.07,-3.075,-0.714,2.824,5.965,-1.761,-0.279,1.265,7.626,8.266,7.863,6.494,7.808,7.829,7.532,7.636,5.434,5.076,5.623,6.546,6.058,5.908,7.528,5.525,2.253,-1.13,6.465,5.021,3.376,-7.907,-7.934,-6.638,-5.246,-7.915,-7.516,-6.935,0.948,2.457,4.858,4.54,1.72,2.8,3.237,4.082,6.378,9.034,12.718,5.293,6.686,8.311,14.902,16.308,14.457,11.242,15.558,15.265,14.252,3.806,0.277,-1.365,-2.109,2.01,0.647,-0.199,-0.122,-1.252,1.77,4.806,-0.698,0.176,1.464,6.33,8.308,5.757,2.949,7.321,6.764,5.645,2.059,0.328,2.863,3.767,1.175,1.721,2.249,3.565,12.4,4.721,7.198,8.473,7.186,7.171,6.557,21.333,6.701,2.89,15.115,12.266,9.776,2.792,-2.96,-2.621,-0.572,-1.298,-1.694,-1.327,-2.479,-2.193,0.616,4.191,-2.294,-1.393,-0.048,12.489,16.449,17.823,10.683,15.035,16.061,14.78,2.375,-3.066,-4.338,-1.849,-0.973,-2.038,-1.899,2.974,-12.915,3.804,1.49,-5.213,-2.352,-1.582,1.033,5.037,6.418,7.328,2.353,3.689,4.527,5.737,5.887,,,5.828,,
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir",NA,NA,NA,NA,NA,NA,NA,4.799,4.416,3.219,-0.317,4.575,4.094,2.918,10.038,22.848,20.881,32.79,16.194,17.869,21.676,37.57,28.891,28.071,20.352,33.34,31.437,28.377,9.518,9.34,11.132,17.979,9.492,10.038,12.153,18.17,17.653,19.376,18.202,17.845,18.387,18.293,10.637,5.347,3.781,4.312,7.913,6.389,5.748,4.744,5.276,2.565,0.907,4.998,4.147,3.327,0.235,-1.026,-4.367,-5.053,-0.348,-1.716,-2.561,-2.765,0.27,4.6,6.877,-1.292,0.662,2.136,6.315,5.237,4.614,2.004,5.78,5.387,4.591,0.891,4.342,6.017,6.493,2.558,3.685,4.291,8.215,6.908,5.24,7.049,7.611,6.834,6.967,4.644,4.534,3.67,0.481,4.58,4.276,3.313,1.815,1.264,1.558,1.871,1.54,1.546,1.628,1.575,1.74,3.553,7.334,1.664,2.306,3.598,7.998,7.532,7.233,4.863,7.757,7.613,6.926,3.45,5.274,6.016,6.983,4.373,4.875,5.396,9.815,10.385,8.627,8.005,10.071,9.627,9.186,7.466,6.79,3.99,3.029,7.137,6.005,5.221,-0.137,-1.228,-1.692,-1.22,-0.672,-1.007,-1.054,1.355,1.713,3.484,3.977,1.519,2.187,2.64,4.881,5.632,7.587,6.015,5.289,6.071,6.048,5.129,4.435,4.554,8.759,4.748,4.654,5.638,13.377,12.278,8.729,7.097,12.833,11.452,10.386,0.309,2.626,3.439,4.776,1.479,2.133,2.826,5.184,5.499,6.309,2.721,5.295,5.638,4.848,3.489,4.117,2.583,1.899,3.384,3.111,2.795,2,1.657,3.18,5.589,2.212,2.538,3.306,5.04,3.175,,,4.13,,
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir|3141---Confección de alfombras, blancos y similares",NA,NA,NA,NA,NA,NA,NA,15.573,15.833,17.101,8.893,15.684,16.25,14.079,22.422,35.41,39.059,53.58,28.709,32.129,39.074,45.964,34.59,24.244,14.709,40.296,34.593,27.519,9.768,18.844,21.634,21.971,14.472,17.121,18.469,19.869,12.259,12.851,15.987,15.735,14.569,15.058,9.331,5.083,5.225,3.807,7.026,6.397,5.506,4.806,5.83,3.106,0.95,5.391,4.543,3.548,3.289,-0.426,-3.266,-1.94,1.777,0.125,-0.406,-0.53,4.814,7.755,9.578,1.739,3.654,5.041,8.404,9.481,10.998,8.523,9.033,9.718,9.575,6.167,9.56,8.759,8.27,7.833,8.07,8.052,7.003,5.843,4.697,7.257,6.466,5.898,6.272,7.1,3.993,2.51,-2.615,5.583,4.569,2.691,-3.228,0.179,-0.384,0.286,-1.586,-1.2,-0.85,1.209,1.531,4.814,9.373,1.381,2.523,4.272,9.216,7.477,6.825,5.399,8.342,7.876,7.288,4.081,7.083,7.892,8.435,5.597,6.387,6.896,11.489,13.17,11.305,10.665,12.238,11.899,11.582,10.543,9.68,7.645,3.282,10.141,9.255,7.585,-3.211,-6.603,-6.271,-4.708,-4.907,-5.387,-5.179,0.694,3.334,5.455,6.061,1.993,3.199,3.956,4.057,4.682,6.005,6.114,4.426,5.003,5.322,3.995,2.122,2.179,4.432,3.005,2.632,3.126,13.07,17.459,14.982,12.466,15.197,15.182,14.433,4.283,0.902,0.937,4.377,2.624,2.025,2.731,6.02,8.75,8.647,4.428,7.332,7.78,6.748,4.02,1.567,0.487,1.134,2.576,1.872,1.671,1.547,1.889,3.675,5.351,1.946,2.484,3.212,5.892,5.811,,,5.835,,
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir|3149---Fabricación de otros productos textiles, excepto prendas de vestir",NA,NA,NA,NA,NA,NA,NA,2.57,1.453,1.177,-3.365,1.98,1.683,0.391,8.076,21.126,17.978,29.072,14.357,15.677,18.911,35.745,28.114,29.079,21.715,32.054,30.994,28.624,9.449,7.139,9.607,16.753,8.304,8.681,10.796,17.923,19.33,21.236,19.521,18.601,19.555,19.448,11.16,6.274,4.613,5.142,8.638,7.116,6.514,5.999,6.456,2.596,1.049,6.22,4.974,4.022,-0.534,-1.52,-4.825,-5.991,-1.027,-2.341,-3.261,-3.697,-0.779,3.699,5.778,-2.211,-0.211,1.218,5.202,3.031,1.779,-0.982,4.075,3.257,2.193,-1.705,1.674,4.719,5.494,-0.054,1.545,2.419,8.806,7.416,5.479,6.967,8.168,7.277,7.308,3.189,4.848,4.246,2.182,4.001,4.115,3.651,4.719,1.737,2.607,2.633,3.196,2.961,2.877,1.775,1.879,2.836,6.33,1.832,2.185,3.255,7.356,7.444,7.39,4.583,7.389,7.42,6.702,3.156,4.475,5.177,6.288,3.823,4.203,4.714,9.096,9.227,7.565,6.801,9.152,8.68,8.172,6.284,5.72,2.769,3.013,6.005,4.829,4.362,1.108,0.962,-0.029,0.336,1.06,0.728,0.631,1.637,1.057,2.571,2.939,1.319,1.737,2.033,5.226,6.043,8.301,5.924,5.659,6.548,6.387,5.673,5.447,5.677,11.374,5.535,5.569,6.859,13.594,10.046,5.691,3.963,11.813,9.755,8.416,-1.576,3.435,4.852,5.017,0.934,2.198,2.885,4.707,3.85,4.815,1.54,4.218,4.437,3.712,3.226,5.659,3.486,2.128,4.005,3.828,3.407,1.932,1.198,3.021,6.014,1.929,2.294,3.202,4.693,1.797,,,3.287,,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir,NA,NA,NA,NA,NA,NA,NA,4.038,4.839,0.234,-0.225,4.494,3.05,2.22,11.999,19.49,25.603,29.709,15.607,18.949,22.015,25.262,20.264,18.644,15.204,22.842,21.38,19.532,12.334,10.826,16.344,17.263,11.623,13.297,14.296,15.974,13.676,7.754,12.429,14.693,12.231,12.312,13.489,12.777,12.282,7.503,13.117,12.819,11.256,5.962,8.037,7.768,6.167,7.057,7.264,6.923,6.426,5.372,7.124,8.635,5.857,6.208,6.77,9.517,10.335,8.805,5.146,9.963,9.615,8.52,4.008,2.573,3.849,4.15,3.232,3.464,3.649,4.565,4.337,0.843,0.671,4.447,3.213,2.547,-0.662,-0.055,2.034,3.395,-0.343,0.463,1.199,5.31,5.501,4.145,2.554,5.39,4.963,4.347,2.243,1.344,2.549,4.448,1.786,2.049,2.638,5.604,7.013,6.314,4.884,6.344,6.333,5.981,5.841,1.381,0.692,1.608,3.542,2.559,2.315,0.34,4.74,6.282,4.69,2.548,3.816,4.04,4.194,5.178,5.414,8.478,4.691,4.938,5.882,11.733,11.36,10.199,6.54,11.503,11.072,9.845,1.51,-1.637,-1.78,-0.772,-0.089,-0.688,-0.71,1.092,2.638,4.437,6.763,1.881,2.762,3.799,10.154,12.683,13.303,10.403,11.445,12.162,11.715,9.133,5.914,4.028,3.918,7.48,6.184,5.565,3.274,2.029,2.127,2.893,2.649,2.468,2.577,1.98,4.115,4.378,4.759,3.056,3.506,3.836,5.23,5.441,5.604,4.015,5.33,5.442,5.063,4.05,10.705,6.064,4.471,5.487,5.725,5.38,3.611,-4.054,-0.55,2.747,1.417,0.7,1.277,3.893,4.696,,,4.316,,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir|3151---Fabricación de prendas de vestir de tejido de punto,NA,NA,NA,NA,NA,NA,NA,6.049,7.98,6.125,3.104,7.06,6.734,5.853,18.591,32.239,34.344,37.986,25.094,28.758,31.204,32.576,18.398,17.3,22.172,25.317,21.967,21.767,16.223,21.149,22.711,20.546,18.827,20.137,20.157,17.587,16.415,15.61,19.182,16.925,16.509,17.193,15.84,9.459,9.135,6.74,12.53,11.331,10.143,8.497,12.387,11.77,8.637,10.515,10.919,10.379,6.929,4.594,4.634,6.185,5.697,5.354,5.498,6.879,9.968,12.08,8.688,8.569,9.744,9.522,10.699,8.364,5.715,5.202,9.392,8.135,7.503,-1.235,1.031,1.801,5.579,0.028,0.655,1.799,5.635,3.257,2.351,-0.816,4.323,3.618,2.558,0.536,-0.507,0.527,0.316,-0.035,0.157,0.195,1.11,1.253,0.894,0.819,1.182,1.081,1.015,1.575,1.97,2.629,3.604,1.791,2.077,2.458,7.142,4.982,3.858,3.946,5.997,5.254,4.927,3.276,5.794,6.072,4.107,4.575,5.087,4.841,3.485,12.149,12.044,13.694,8.039,9.387,10.467,12.066,0.513,3.775,2.266,5.81,5.18,4.431,-1.039,-1.662,-0.448,-0.389,-1.409,-1.11,-0.939,2.997,3.475,3.632,2.884,3.319,3.388,3.256,3.727,2.899,4.987,5.111,3.268,3.919,4.224,3.584,5.374,5.104,6.622,4.483,4.648,5.177,9.014,7.66,5.941,4.993,8.319,7.55,6.883,2.839,2.11,2.109,0.908,2.396,2.268,1.908,3.244,6.358,8.134,8.121,4.904,6.187,6.694,7.653,13.916,6.243,7.518,8.731,7.958,7.903,4.1,-6.082,0.185,2.316,0.601,0.225,0.697,6.386,7.345,,,6.951,,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir|3152---Confección de prendas de vestir,NA,NA,NA,NA,NA,NA,NA,4.036,4.461,-0.666,-1.226,4.298,2.623,1.623,10.308,16.889,23.561,28.513,13.477,16.746,20.093,24.143,20.391,18.588,14.23,22.399,21.171,19.109,11.738,9.584,15.335,16.757,10.653,12.324,13.472,15.562,13.05,6.521,11.554,14.167,11.442,11.498,13.116,13.347,12.841,7.707,13.245,13.103,11.481,5.669,7.435,7.173,5.79,6.599,6.757,6.439,6.365,5.522,7.442,8.965,5.908,6.324,6.948,9.943,10.367,8.518,4.931,10.174,9.673,8.491,3.304,2.054,3.731,4.014,2.632,3.02,3.28,5.415,4.711,0.74,0.146,5.054,3.586,2.676,-1.379,-0.457,1.899,3.679,-0.903,0.036,0.948,5.713,6.209,4.721,2.95,5.951,5.538,4.879,2.429,1.439,2.857,5.028,1.927,2.25,2.93,6.334,7.928,7.008,5.2,7.17,7.112,6.646,5.679,0.86,0.222,1.279,3.202,2.173,1.941,-0.024,4.663,6.389,4.798,2.32,3.705,3.985,4.286,4.17,4.541,7.908,4.214,4.322,5.288,11.947,13.236,11.358,7.256,12.561,12.156,10.82,1.83,-1.713,-2.117,-0.972,0.038,-0.724,-0.79,0.708,2.382,4.5,7.189,1.554,2.576,3.784,11.061,14.054,14.458,11.017,12.591,13.315,12.716,9.62,5.779,3.764,3.633,7.645,6.194,5.491,2.767,1.525,1.812,2.716,2.146,2.029,2.206,1.784,4.269,4.469,5.041,3.035,3.522,3.921,5.374,5.233,5.165,3.4,5.291,5.256,4.764,3.402,10.204,5.976,3.974,4.959,5.33,4.95,3.541,-3.829,-0.781,2.78,1.483,0.682,1.276,3.473,4.179,,,3.832,,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir|3159---Confección de accesorios de vestir y otras prendas de vestir no clasificados en otra parte,NA,NA,NA,NA,NA,NA,NA,-0.088,0.675,3.704,12.118,0.328,1.581,4.392,38.688,57.537,65.219,63.59,48.476,55.117,57.636,43.255,30.64,22.918,13.041,36.383,30.717,25.429,6.946,1.934,12.099,17.361,4.168,7.298,9.925,19.176,20.168,10.391,15.439,19.754,15.948,15.719,13.71,11.254,10.136,3.745,12.334,11.484,9.364,4.172,7.81,9.332,8.815,6.178,7.296,7.65,7.96,5.898,6.809,7.036,6.816,6.729,6.754,6.475,7.546,2.742,-0.477,7.063,5.529,4.058,-3.05,-5.585,-1.281,0.22,-4.441,-3.28,-2.394,3.833,6.835,1.061,1.281,5.459,3.809,3.142,0.465,2.206,5.382,6.752,1.384,2.796,3.806,6.558,5.627,2.474,-0.151,6.03,4.729,3.455,0.388,-1.578,0.007,1.929,-0.603,-0.399,0.159,1.107,2.253,1.21,0.846,1.681,1.51,1.348,6.176,2.978,2.667,2.729,4.574,3.945,3.655,-1.184,2.573,4.148,3.561,0.68,1.861,2.299,5.069,5.784,5.677,6.563,5.457,5.497,5.777,6.696,6.1,4.712,3.316,6.338,5.818,5.156,1.545,0.603,1.587,2.547,1.087,1.256,1.59,4.249,5.102,5.624,6.61,4.667,5.002,5.408,7.182,8.327,8.858,8.497,7.771,8.174,8.257,9.56,7.951,6.682,4.779,8.75,7.961,7.135,2.672,1.511,1.427,3.115,2.071,1.862,2.18,4.572,6.782,8.25,8.613,5.728,6.558,7.096,7.685,8.356,8.84,8.065,8.015,8.412,8.304,8.867,11.191,6.868,5.75,8.402,7.972,7.451,3.444,-0.877,1.14,2.6,2.732,2.029,2.152,4.883,5.589,,,5.254,,
"Actividades secundarias|31-33---Industrias manufactureras|316---Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",NA,NA,NA,NA,NA,NA,NA,7.223,4.287,4.086,10.695,5.806,5.119,6.423,24.838,44.962,53.432,49.004,33.837,40.677,43.016,37.243,21.573,19.689,21.394,29.84,25.937,24.706,20.196,19.266,14.576,13.361,19.77,17.943,16.64,16.151,12.793,13.124,16.372,14.359,13.868,14.483,12.124,12.68,11.409,7.097,12.464,12.16,10.853,8.967,9.135,7.622,9.588,9.013,8.521,8.69,7.42,6.903,7.635,5.63,7.138,7.294,6.953,7.051,11.237,12.931,12.76,9.23,10.494,11.106,10.857,5.39,2.88,3.217,8.007,6.267,5.499,3.883,3.838,4.203,2.389,3.859,4.011,3.616,1.726,0.978,-1.451,0.241,1.359,0.391,0.361,4.035,4.585,5.864,4.506,4.305,4.829,4.734,2.187,2.185,1.943,3.506,2.192,2.113,2.45,5.202,5.547,6.349,8.572,5.375,5.696,6.394,8.898,7.088,6.122,2.295,7.977,7.348,6.093,0.059,2.383,4.496,6.126,1.238,2.338,3.251,9.048,9.571,9.632,11.253,9.308,9.426,9.899,9.304,8.916,8.841,5.632,9.087,8.991,8.131,5.168,3.859,2.176,2.523,4.525,3.719,3.429,1.77,1.286,1.758,3.07,1.521,1.617,1.996,6.121,9.433,9.657,8.519,7.819,8.441,8.451,7.311,4.207,3.35,3.041,5.695,4.874,4.398,5.017,6.015,4.611,4.53,5.512,5.21,5.044,2.623,2.564,3.089,3.547,2.626,2.783,2.973,2.7,2.315,3.285,3.34,2.482,2.755,2.903,5.052,9.438,7.878,5.906,5.847,6.667,6.523,2.244,-1.307,0.211,1.322,1.761,1.107,1.116,4.02,4.293,,,4.15,,
"Actividades secundarias|31-33---Industrias manufactureras|316---Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos|3161---Curtido y acabado de cuero y piel",NA,NA,NA,NA,NA,NA,NA,18.846,22.779,24.713,22.096,21.022,22.247,22.061,38.649,74.853,64.594,55.396,55.997,59.358,58.61,39.362,24.709,28.595,30.046,31.389,30.282,30.137,21.221,8.062,8.484,10.769,14.534,12.221,11.739,11.68,8.11,8.191,7.703,9.733,9.152,8.829,6.522,6.255,2.623,2.077,6.439,5.096,4.366,3.556,2.265,2.069,0.947,2.916,2.608,2.2,0.537,-0.303,1.143,4.145,0.113,0.481,1.371,4.288,8.292,11.032,9.315,6.349,8.258,8.602,12.535,7.638,3.984,3.89,9.988,7.557,6.556,-4.09,-3.154,-2.561,-2.538,-3.632,-3.252,-3.078,2.289,2.406,1.99,1.982,2.354,2.22,2.175,-0.473,0.574,-1.364,-3.089,0.044,-0.436,-1.11,-1.117,-3.718,-1.377,0.455,-2.464,-2.105,-1.475,1.205,3.773,6.462,21.096,2.55,3.865,7.955,22.213,15.697,12.933,-1.344,18.807,16.727,11.859,-4.306,0.218,3.832,4.111,-2.016,-0.071,0.938,6.062,5.914,4.705,8.551,5.992,5.665,6.441,5.874,7.901,7.59,5.762,6.888,7.004,6.59,8.507,9.182,9.32,12.245,8.961,9.164,10.162,9.965,7.236,7.066,8.339,8.469,7.989,8.021,17.927,23.977,26.667,22.534,21.077,22.935,22.803,16.446,11.072,7.13,6.528,13.582,11.338,10.011,7.032,5.529,2.948,3.664,6.259,5.161,4.812,0.565,3.041,3.787,2.276,1.86,2.486,2.449,0.495,-1.222,-0.169,0.194,-0.422,-0.339,-0.22,4.345,14.573,10.953,7.022,6.801,8.4,8.091,2.053,-6.705,-3.257,1.094,-0.099,-1.362,-0.79,4.058,5.651,,,4.867,,
"Actividades secundarias|31-33---Industrias manufactureras|316---Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos|3162---Fabricación de calzado",NA,NA,NA,NA,NA,NA,NA,7.082,0.944,1.426,7.772,4.028,2.974,4.041,18.361,33.263,45.428,40.445,24.824,31.754,34.239,31.535,20.715,16.165,20.87,26.781,22.89,22.367,22.895,22.498,15.967,12.724,22.748,20.372,18.238,15.332,12.575,11.555,15.58,13.832,13.01,13.593,11.708,13.675,14.379,8.938,12.815,13.386,12.248,12.924,11.809,10.55,13.35,12.289,11.673,11.982,8.947,8.721,8.893,5.383,8.822,8.851,8.071,8.205,12.778,14.539,14.885,10.58,11.819,12.608,11.119,5.289,3.441,3.922,8.069,6.575,5.916,5.709,6.266,6.439,5.026,5.946,6.141,5.887,2.236,-0.824,-2.338,-1.737,0.717,-0.319,-0.679,3.857,4.953,6.6,5.956,4.417,5.141,5.334,2.589,2.818,2.318,4.175,2.697,2.575,2.965,5.429,5.718,5.721,4.261,5.585,5.628,5.288,4.621,3.499,3.514,3.045,4.052,3.874,3.691,1.478,3.55,5.475,6.588,2.528,3.524,4.24,8.61,8.919,9,11.048,8.764,8.831,9.39,10.728,10.366,9.719,6.124,10.525,10.276,9.245,4.389,2.521,0.479,0.075,3.453,2.416,1.831,-0.124,-0.054,0.645,2.112,-0.088,0.167,0.658,3.204,5.775,5.705,5.154,4.526,4.928,4.976,5.183,3.01,2.586,2.619,4.052,3.541,3.308,4.77,5.534,4.987,4.413,5.147,5.094,4.923,2.732,2.385,3.057,3.44,2.579,2.746,2.917,2.66,2.557,3.151,4.133,2.597,2.785,3.128,4.949,5.708,5.86,5.246,4.897,5.318,5.407,2.052,1.987,1.297,0.774,2.43,1.945,1.539,3.481,3.149,,,3.312,,
"Actividades secundarias|31-33---Industrias manufactureras|316---Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos|3169---Fabricación de otros productos de cuero, piel y materiales sucedáneos",NA,NA,NA,NA,NA,NA,NA,-5.54,-3.534,6.171,19.442,-4.541,-0.956,4.659,48.768,79.127,84.775,76.506,63.21,71.472,71.609,55.951,23.571,14.514,11.413,38.724,28.788,23.988,6.215,15.49,16.788,21.639,10.936,12.694,14.835,22.32,20.256,26.643,28.607,21.251,23.029,24.949,25.337,18.987,12.653,5.012,22.003,18.666,14.549,4.649,8.129,4.424,4.825,6.427,5.85,5.253,5.193,3.002,9.954,9.532,4.197,5.602,6.943,5.64,8.464,6.419,5.386,6.935,7.206,6.611,5.902,1.316,-0.077,-0.112,3.706,2.635,2.072,3.044,3.762,1.733,-2.877,3.19,2.752,1.32,-0.536,6.564,2.526,10.888,3.104,3.081,5.394,11.275,7.362,10.028,5.265,9.234,9.444,8.042,3.601,9.99,5.779,3.899,7.093,6.63,5.798,10.813,5.063,8.345,15.523,7.53,7.775,9.814,15.776,15.814,11.404,2.721,15.841,14.347,11.179,-3.255,-2.079,-0.874,6.18,-2.618,-2.01,0.256,16.807,19.665,21.955,16.107,18.127,19.455,18.406,6.315,2.366,4.584,2.21,4.317,4.288,3.683,4.374,4.259,3.87,4.274,4.337,4.277,4.274,2.147,0.542,0.463,0.614,1.357,1.058,0.949,4.365,6.6,6.004,3.728,5.457,5.631,5.138,0.465,-1.862,-2.104,0.216,-0.758,-1.283,-0.918,5.529,8.239,7.683,7.885,6.889,7.069,7.273,3.483,3.136,3.879,4.261,3.416,3.712,3.871,6.73,7.638,7.51,4.74,7.087,7.201,6.569,6.582,13.084,10.056,5.154,7.854,8.712,7.562,1.426,-6.021,-3.625,1.648,-0.588,-1.691,-0.644,4.177,5.209,,,4.694,,
Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera,NA,NA,NA,NA,NA,NA,NA,0.912,-0.071,2.588,6.975,0.456,1.032,2.387,18.562,35.175,29.965,35.167,26.463,27.875,30.082,31.831,28.989,27.882,22.764,30.373,29.446,27.579,23.633,16.111,19.192,18.776,20.179,20.028,19.66,15.979,13.317,13.602,17.153,14.367,14.083,14.963,17.111,17.816,16.153,11.065,17.401,16.99,15.281,8.531,7.279,6.522,6.437,7.96,7.483,7.231,5.727,7.683,8.372,8.676,6.562,7.143,7.512,6.34,3.924,1.359,1.228,5.313,4.018,3.32,-0.2,0.985,2.977,4.659,0.368,1.219,2.1,4.65,5.257,6.809,6.575,4.969,5.61,5.828,9.922,7.374,6.701,4.689,8.656,7.964,7.117,0.528,2.719,2.995,4.78,1.564,2.03,2.7,9.878,7.473,7.256,5.672,8.724,8.235,7.591,2.042,1.226,-1.15,7.251,1.637,0.753,2.213,9.568,8.826,6.816,-1.963,9.193,8.379,5.878,-2.067,1.043,5.197,7.479,-0.461,1.361,2.85,7.273,7.211,6.416,5.442,7.237,6.97,6.545,6.342,4.917,4.68,4.036,5.581,5.281,4.992,1.934,2.444,3.4,2.569,2.183,2.587,2.574,2.255,2.099,2.574,5.481,2.186,2.31,3.099,7.986,9.447,9.656,8.735,8.718,9.012,8.962,9.035,8.247,6.768,5.956,8.635,8.024,7.484,8.143,7.24,6.417,6.351,7.675,7.261,7.017,2.26,2.688,3.053,2.934,2.468,2.66,2.726,2.558,3.457,4.892,6.208,3.009,3.623,4.269,6.834,5.804,5.991,5.2,6.248,6.192,6.024,2.632,4.387,6.26,11.65,3.639,4.573,6.351,19.08,19.908,,,19.413,,
